,date,state,fips,cases,deaths
6311,2020-06-25,Montana,30,803,21
4331,2020-05-20,Montana,30,478,16
5266,2020-06-06,Montana,30,540,18
6091,2020-06-21,Montana,30,717,20
5376,2020-06-08,Montana,30,548,18
4276,2020-05-19,Montana,30,471,16
3616,2020-05-07,Montana,30,456,16
5321,2020-06-07,Montana,30,545,18
4221,2020-05-18,Montana,30,470,16
5431,2020-06-09,Montana,30,554,18
5211,2020-06-05,Montana,30,539,18
6256,2020-06-24,Montana,30,766,21
1146,2020-03-23,Montana,30,45,0
5156,2020-06-04,Montana,30,537,17
5541,2020-06-11,Montana,30,563,18
4936,2020-05-31,Montana,30,515,17
1471,2020-03-29,Montana,30,161,1
5486,2020-06-10,Montana,30,561,18
769,2020-03-16,Montana,30,8,0
4166,2020-05-17,Montana,30,468,16
4386,2020-05-21,Montana,30,479,16
1038,2020-03-21,Montana,30,29,0
4551,2020-05-24,Montana,30,479,16
1092,2020-03-22,Montana,30,34,0
1254,2020-03-25,Montana,30,65,0
6036,2020-06-20,Montana,30,698,20
5871,2020-06-17,Montana,30,630,20
4661,2020-05-26,Montana,30,479,17
3836,2020-05-11,Montana,30,459,16
3781,2020-05-10,Montana,30,458,16
1308,2020-03-26,Montana,30,90,0
4771,2020-05-28,Montana,30,485,17
5926,2020-06-18,Montana,30,655,20
4826,2020-05-29,Montana,30,493,17
876,2020-03-18,Montana,30,12,0
3891,2020-05-12,Montana,30,461,16
3506,2020-05-05,Montana,30,456,16
6531,2020-06-29,Montana,30,919,22
5981,2020-06-19,Montana,30,666,20
716,2020-03-15,Montana,30,6,0
6146,2020-06-22,Montana,30,734,21
1581,2020-03-31,Montana,30,198,5
930,2020-03-19,Montana,30,19,0
3946,2020-05-13,Montana,30,462,16
4881,2020-05-30,Montana,30,505,17
4606,2020-05-25,Montana,30,479,16
4716,2020-05-27,Montana,30,481,17
7852,2020-07-23,Nebraska,31,23818,318
4167,2020-05-17,Nebraska,31,10348,129
7907,2020-07-24,Nebraska,31,24174,322
1039,2020-03-21,Nebraska,31,61,0
7192,2020-07-11,Nebraska,31,21035,296
2682,2020-04-20,Nebraska,31,1646,33
877,2020-03-18,Nebraska,31,43,0
3122,2020-04-28,Nebraska,31,3613,56
7742,2020-07-21,Nebraska,31,23190,313
3782,2020-05-10,Nebraska,31,8328,97
274,2020-03-03,Nebraska,31,13,0
5487,2020-06-10,Nebraska,31,16025,209
1417,2020-03-28,Nebraska,31,122,2
5542,2020-06-11,Nebraska,31,16315,217
5322,2020-06-07,Nebraska,31,15634,196
6862,2020-07-05,Nebraska,31,19937,285
7797,2020-07-22,Nebraska,31,23486,314
516,2020-03-11,Nebraska,31,23,0
1637,2020-04-01,Nebraska,31,249,5
2627,2020-04-19,Nebraska,31,1473,28
613,2020-03-13,Nebraska,31,27,0
3287,2020-05-01,Nebraska,31,4838,72
6312,2020-06-25,Nebraska,31,18346,266
6037,2020-06-20,Nebraska,31,17707,249
3672,2020-05-08,Nebraska,31,7830,92
7082,2020-07-09,Nebraska,31,20658,294
290,2020-03-04,Nebraska,31,13,0
334,2020-03-06,Nebraska,31,14,0
5377,2020-06-08,Nebraska,31,15752,196
1802,2020-04-04,Nebraska,31,339,8
4222,2020-05-18,Nebraska,31,10625,132
7137,2020-07-10,Nebraska,31,20834,294
3837,2020-05-11,Nebraska,31,8575,99
4277,2020-05-19,Nebraska,31,10846,136
5432,2020-06-09,Nebraska,31,15888,199
1967,2020-04-07,Nebraska,31,491,12
3067,2020-04-27,Nebraska,31,3487,54
309,2020-03-05,Nebraska,31,13,0
474,2020-03-10,Nebraska,31,17,0
5817,2020-06-16,Nebraska,31,17031,236
4002,2020-05-14,Nebraska,31,9411,117
6147,2020-06-22,Nebraska,31,17957,255
6972,2020-07-07,Nebraska,31,20205,287
2847,2020-04-23,Nebraska,31,2190,46
7467,2020-07-16,Nebraska,31,22178,307
7027,2020-07-08,Nebraska,31,20437,291
7522,2020-07-17,Nebraska,31,22361,308
5707,2020-06-14,Nebraska,31,16735,221
5872,2020-06-17,Nebraska,31,17226,239
2957,2020-04-25,Nebraska,31,2898,52
3232,2020-04-30,Nebraska,31,4332,70
6202,2020-06-23,Nebraska,31,18091,262
1857,2020-04-05,Nebraska,31,377,8
3947,2020-05-13,Nebraska,31,9072,106
823,2020-03-17,Nebraska,31,36,0
931,2020-03-19,Nebraska,31,47,0
3177,2020-04-29,Nebraska,31,3876,67
563,2020-03-12,Nebraska,31,24,0
7412,2020-07-15,Nebraska,31,21979,302
2902,2020-04-24,Nebraska,31,2474,50
5762,2020-06-15,Nebraska,31,16860,226
7357,2020-07-14,Nebraska,31,21717,299
1527,2020-03-30,Nebraska,31,185,3
1582,2020-03-31,Nebraska,31,199,4
5982,2020-06-19,Nebraska,31,17591,249
400,2020-03-08,Nebraska,31,16,0
985,2020-03-20,Nebraska,31,53,0
5597,2020-06-12,Nebraska,31,16513,221
1472,2020-03-29,Nebraska,31,138,2
6917,2020-07-06,Nebraska,31,20052,286
365,2020-03-07,Nebraska,31,14,0
4112,2020-05-16,Nebraska,31,10220,129
7632,2020-07-19,Nebraska,31,22637,308
436,2020-03-09,Nebraska,31,16,0
6257,2020-06-24,Nebraska,31,18220,263
7687,2020-07-20,Nebraska,31,22847,313
2737,2020-04-21,Nebraska,31,1726,38
7247,2020-07-12,Nebraska,31,21214,296
4057,2020-05-15,Nebraska,31,9766,122
1912,2020-04-06,Nebraska,31,438,10
3727,2020-05-09,Nebraska,31,8233,95
7577,2020-07-18,Nebraska,31,22545,308
5652,2020-06-13,Nebraska,31,16634,221
5927,2020-06-18,Nebraska,31,17415,244
3012,2020-04-26,Nebraska,31,3126,54
3892,2020-05-12,Nebraska,31,8732,102
2792,2020-04-22,Nebraska,31,1826,42
7302,2020-07-13,Nebraska,31,21444,298
6807,2020-07-04,Nebraska,31,19826,285
5047,2020-06-02,Nebraska,31,14611,187
1093,2020-03-22,Nebraska,31,62,0
8292,2020-07-31,Nebraska,31,26211,338
1201,2020-03-24,Nebraska,31,77,0
3562,2020-05-06,Nebraska,31,6771,85
141,2020-02-18,Nebraska,31,10,0
6477,2020-06-28,Nebraska,31,18900,271
664,2020-03-14,Nebraska,31,29,0
2352,2020-04-14,Nebraska,31,930,21
4992,2020-06-01,Nebraska,31,14345,183
4497,2020-05-23,Nebraska,31,11988,150
8347,2020-08-01,Nebraska,31,26391,338
133,2020-02-17,Nebraska,31,10,0
149,2020-02-19,Nebraska,31,10,0
1147,2020-03-23,Nebraska,31,73,0
8182,2020-07-29,Nebraska,31,25448,331
189,2020-02-24,Nebraska,31,12,0
2407,2020-04-15,Nebraska,31,994,22
181,2020-02-23,Nebraska,31,11,0
173,2020-02-22,Nebraska,31,11,0
5102,2020-06-03,Nebraska,31,14866,189
6422,2020-06-27,Nebraska,31,18775,271
2022,2020-04-08,Nebraska,31,538,14
3397,2020-05-03,Nebraska,31,5686,77
4442,2020-05-22,Nebraska,31,11661,149
8237,2020-07-30,Nebraska,31,25766,333
165,2020-02-21,Nebraska,31,11,0
157,2020-02-20,Nebraska,31,11,0
6697,2020-07-02,Nebraska,31,19476,284
6532,2020-06-29,Nebraska,31,19064,273
3452,2020-05-04,Nebraska,31,6123,78
6587,2020-06-30,Nebraska,31,19194,279
2187,2020-04-11,Nebraska,31,718,18
4772,2020-05-28,Nebraska,31,13260,170
1309,2020-03-26,Nebraska,31,91,0
4662,2020-05-26,Nebraska,31,12618,160
4717,2020-05-27,Nebraska,31,12975,168
1692,2020-04-02,Nebraska,31,273,6
2132,2020-04-10,Nebraska,31,678,18
3507,2020-05-05,Nebraska,31,6442,81
2297,2020-04-13,Nebraska,31,870,19
4937,2020-05-31,Nebraska,31,14101,178
8402,2020-08-02,Nebraska,31,26702,338
6642,2020-07-01,Nebraska,31,19325,282
4552,2020-05-24,Nebraska,31,12133,153
4882,2020-05-30,Nebraska,31,13905,177
4607,2020-05-25,Nebraska,31,12354,155
8457,2020-08-03,Nebraska,31,26956,334
717,2020-03-15,Nebraska,31,31,0
2242,2020-04-12,Nebraska,31,805,18
1255,2020-03-25,Nebraska,31,84,0
4827,2020-05-29,Nebraska,31,13654,177
2077,2020-04-09,Nebraska,31,594,15
8512,2020-08-04,Nebraska,31,27178,339
3342,2020-05-02,Nebraska,31,5332,75
1363,2020-03-27,Nebraska,31,102,2
215,2020-02-27,Nebraska,31,13,0
4387,2020-05-21,Nebraska,31,11423,148
224,2020-02-28,Nebraska,31,13,0
234,2020-02-29,Nebraska,31,13,0
5212,2020-06-05,Nebraska,31,15379,193
8072,2020-07-27,Nebraska,31,24899,322
6367,2020-06-26,Nebraska,31,18524,270
4332,2020-05-20,Nebraska,31,11119,141
2517,2020-04-17,Nebraska,31,1216,24
245,2020-03-01,Nebraska,31,13,0
770,2020-03-16,Nebraska,31,33,0
5267,2020-06-06,Nebraska,31,15543,196
1747,2020-04-03,Nebraska,31,297,6
8017,2020-07-26,Nebraska,31,24618,322
259,2020-03-02,Nebraska,31,13,0
2572,2020-04-18,Nebraska,31,1348,28
3617,2020-05-07,Nebraska,31,7190,91
7962,2020-07-25,Nebraska,31,24412,322
6752,2020-07-03,Nebraska,31,19660,285
8127,2020-07-28,Nebraska,31,25140,326
6092,2020-06-21,Nebraska,31,17810,252
197,2020-02-25,Nebraska,31,13,0
5157,2020-06-04,Nebraska,31,15117,193
2462,2020-04-16,Nebraska,31,1094,24
206,2020-02-26,Nebraska,31,13,0
7633,2020-07-19,Nevada,32,35826,648
1148,2020-03-23,Nevada,32,265,4
5378,2020-06-08,Nevada,32,9815,442
2078,2020-04-09,Nevada,32,2456,82
5928,2020-06-18,Nevada,32,12164,475
3013,2020-04-26,Nevada,32,4638,206
3893,2020-05-12,Nevada,32,6311,321
8513,2020-08-04,Nevada,32,52256,862
7248,2020-07-12,Nevada,32,27745,593
8018,2020-07-26,Nevada,32,42919,734
7303,2020-07-13,Nevada,32,28597,596
4828,2020-05-29,Nevada,32,8375,415
4883,2020-05-30,Nevada,32,8519,417
7358,2020-07-14,Nevada,32,29669,613
7853,2020-07-23,Nevada,32,40088,709
3948,2020-05-13,Nevada,32,6482,331
310,2020-03-05,Nevada,32,2,0
4608,2020-05-25,Nevada,32,7959,396
1858,2020-04-05,Nevada,32,1880,46
5268,2020-06-06,Nevada,32,9494,437
8458,2020-08-03,Nevada,32,51236,847
2738,2020-04-21,Nevada,32,3937,163
2243,2020-04-12,Nevada,32,2860,113
5873,2020-06-17,Nevada,32,11852,473
2958,2020-04-25,Nevada,32,4539,206
1256,2020-03-25,Nevada,32,405,10
5158,2020-06-04,Nevada,32,9118,429
5543,2020-06-11,Nevada,32,10464,460
4663,2020-05-26,Nevada,32,8059,396
6038,2020-06-20,Nevada,32,12977,486
4718,2020-05-27,Nevada,32,8150,402
517,2020-03-11,Nevada,32,7,0
1803,2020-04-04,Nevada,32,1758,46
7963,2020-07-25,Nevada,32,41993,733
7138,2020-07-10,Nevada,32,25961,581
2133,2020-04-10,Nevada,32,2606,86
1418,2020-03-28,Nevada,32,738,14
3123,2020-04-28,Nevada,32,4812,225
3783,2020-05-10,Nevada,32,6120,306
1094,2020-03-22,Nevada,32,190,2
1968,2020-04-07,Nevada,32,2101,60
4278,2020-05-19,Nevada,32,7169,373
2573,2020-04-18,Nevada,32,3626,155
3068,2020-04-27,Nevada,32,4708,219
5983,2020-06-19,Nevada,32,12525,479
1310,2020-03-26,Nevada,32,535,10
475,2020-03-10,Nevada,32,4,0
3838,2020-05-11,Nevada,32,6152,312
335,2020-03-06,Nevada,32,2,0
7193,2020-07-11,Nevada,32,26912,592
2188,2020-04-11,Nevada,32,2720,111
878,2020-03-18,Nevada,32,82,1
4773,2020-05-28,Nevada,32,8247,410
5323,2020-06-07,Nevada,32,9673,438
7908,2020-07-24,Nevada,32,41013,722
8183,2020-07-29,Nevada,32,45937,782
8128,2020-07-28,Nevada,32,44991,760
1473,2020-03-29,Nevada,32,920,15
986,2020-03-20,Nevada,32,165,2
5048,2020-06-02,Nevada,32,8858,420
4388,2020-05-21,Nevada,32,7404,381
1364,2020-03-27,Nevada,32,621,10
8293,2020-07-31,Nevada,32,48142,831
7798,2020-07-22,Nevada,32,38759,705
5708,2020-06-14,Nevada,32,11199,464
7523,2020-07-17,Nevada,32,33372,638
5433,2020-06-09,Nevada,32,10046,445
1202,2020-03-24,Nevada,32,315,6
366,2020-03-07,Nevada,32,2,0
2848,2020-04-23,Nevada,32,4208,195
1913,2020-04-06,Nevada,32,1971,58
5103,2020-06-03,Nevada,32,8950,429
2023,2020-04-08,Nevada,32,2318,80
5598,2020-06-12,Nevada,32,10704,462
4443,2020-05-22,Nevada,32,7531,387
4168,2020-05-17,Nevada,32,6935,350
4058,2020-05-15,Nevada,32,6733,345
8238,2020-07-30,Nevada,32,47034,805
7743,2020-07-21,Nevada,32,37605,680
5653,2020-06-13,Nevada,32,10992,463
1040,2020-03-21,Nevada,32,165,2
7578,2020-07-18,Nevada,32,34606,647
2683,2020-04-20,Nevada,32,3830,163
7688,2020-07-20,Nevada,32,36805,650
401,2020-03-08,Nevada,32,4,0
2463,2020-04-16,Nevada,32,3321,142
2903,2020-04-24,Nevada,32,4398,203
7413,2020-07-15,Nevada,32,30587,619
4938,2020-05-31,Nevada,32,8628,419
2518,2020-04-17,Nevada,32,3524,151
8403,2020-08-02,Nevada,32,50270,833
2628,2020-04-19,Nevada,32,3710,158
5818,2020-06-16,Nevada,32,11673,467
437,2020-03-09,Nevada,32,4,0
932,2020-03-19,Nevada,32,99,1
4553,2020-05-24,Nevada,32,7886,394
2298,2020-04-13,Nevada,32,3036,114
1528,2020-03-30,Nevada,32,1044,18
5213,2020-06-05,Nevada,32,9306,436
2353,2020-04-14,Nevada,32,3137,130
4003,2020-05-14,Nevada,32,6604,339
4223,2020-05-18,Nevada,32,7059,364
7468,2020-07-16,Nevada,32,32024,627
4993,2020-06-01,Nevada,32,8701,420
5488,2020-06-10,Nevada,32,10216,449
4498,2020-05-23,Nevada,32,7769,392
4113,2020-05-16,Nevada,32,6810,349
4333,2020-05-20,Nevada,32,7301,378
8348,2020-08-01,Nevada,32,49207,832
2408,2020-04-15,Nevada,32,3212,137
5763,2020-06-15,Nevada,32,11316,466
8073,2020-07-27,Nevada,32,43880,739
2793,2020-04-22,Nevada,32,4081,187
3398,2020-05-03,Nevada,32,5473,262
7083,2020-07-09,Nevada,32,25055,574
6533,2020-06-29,Nevada,32,17971,505
1638,2020-04-01,Nevada,32,1279,32
3508,2020-05-05,Nevada,32,5665,276
6698,2020-07-02,Nevada,32,19871,525
6258,2020-06-24,Nevada,32,14460,494
1748,2020-04-03,Nevada,32,1549,43
3343,2020-05-02,Nevada,32,5390,257
824,2020-03-17,Nevada,32,55,1
7028,2020-07-08,Nevada,32,24378,556
718,2020-03-15,Nevada,32,26,0
665,2020-03-14,Nevada,32,21,0
771,2020-03-16,Nevada,32,45,1
3673,2020-05-08,Nevada,32,5942,301
3453,2020-05-04,Nevada,32,5627,266
6918,2020-07-06,Nevada,32,22930,537
6423,2020-06-27,Nevada,32,16400,500
614,2020-03-13,Nevada,32,19,0
6863,2020-07-05,Nevada,32,22518,537
3288,2020-05-01,Nevada,32,5249,254
6643,2020-07-01,Nevada,32,19151,512
3178,2020-04-29,Nevada,32,4934,237
564,2020-03-12,Nevada,32,11,0
6588,2020-06-30,Nevada,32,18582,507
6313,2020-06-25,Nevada,32,14911,495
6148,2020-06-22,Nevada,32,13575,490
6203,2020-06-23,Nevada,32,14058,492
3618,2020-05-07,Nevada,32,5858,293
3563,2020-05-06,Nevada,32,5744,286
6753,2020-07-03,Nevada,32,20878,530
6093,2020-06-21,Nevada,32,13236,487
6478,2020-06-28,Nevada,32,17187,500
1693,2020-04-02,Nevada,32,1458,38
3233,2020-04-30,Nevada,32,5053,243
6808,2020-07-04,Nevada,32,21671,530
1583,2020-03-31,Nevada,32,1113,26
6368,2020-06-26,Nevada,32,15359,498
6973,2020-07-07,Nevada,32,23848,549
3728,2020-05-09,Nevada,32,6046,306
4169,2020-05-17,New Hampshire,33,3596,172
3179,2020-04-29,New Hampshire,33,2054,66
1257,2020-03-25,New Hampshire,33,137,1
5159,2020-06-04,New Hampshire,33,4876,273
933,2020-03-19,New Hampshire,33,44,0
7689,2020-07-20,New Hampshire,33,6249,398
1859,2020-04-05,New Hampshire,33,669,9
2959,2020-04-25,New Hampshire,33,1793,60
6149,2020-06-22,New Hampshire,33,5558,339
7029,2020-07-08,New Hampshire,33,5952,386
2409,2020-04-15,New Hampshire,33,1139,32
4884,2020-05-30,New Hampshire,33,4545,242
5874,2020-06-17,New Hampshire,33,5436,330
336,2020-03-06,New Hampshire,33,2,0
438,2020-03-09,New Hampshire,33,4,0
5544,2020-06-11,New Hampshire,33,5209,308
6754,2020-07-03,New Hampshire,33,5857,376
4609,2020-05-25,New Hampshire,33,4197,210
1584,2020-03-31,New Hampshire,33,367,3
7744,2020-07-21,New Hampshire,33,6262,400
1529,2020-03-30,New Hampshire,33,314,3
1311,2020-03-26,New Hampshire,33,158,1
7524,2020-07-17,New Hampshire,33,6165,395
1149,2020-03-23,New Hampshire,33,101,1
4829,2020-05-29,New Hampshire,33,4492,238
3949,2020-05-13,New Hampshire,33,3299,150
8459,2020-08-03,New Hampshire,33,6660,417
5489,2020-06-10,New Hampshire,33,5178,301
2464,2020-04-16,New Hampshire,33,1211,34
2079,2020-04-09,New Hampshire,33,819,21
7359,2020-07-14,New Hampshire,33,6091,392
8184,2020-07-29,New Hampshire,33,6513,411
3344,2020-05-02,New Hampshire,33,2429,84
6259,2020-06-24,New Hampshire,33,5598,347
8129,2020-07-28,New Hampshire,33,6500,409
7304,2020-07-13,New Hampshire,33,6068,391
719,2020-03-15,New Hampshire,33,13,0
2739,2020-04-21,New Hampshire,33,1491,42
2244,2020-04-12,New Hampshire,33,985,23
615,2020-03-13,New Hampshire,33,7,0
4114,2020-05-16,New Hampshire,33,3556,171
8294,2020-07-31,New Hampshire,33,6583,415
4004,2020-05-14,New Hampshire,33,3382,151
6974,2020-07-07,New Hampshire,33,5932,384
2794,2020-04-22,New Hampshire,33,1588,48
1365,2020-03-27,New Hampshire,33,187,2
5654,2020-06-13,New Hampshire,33,5299,318
7579,2020-07-18,New Hampshire,33,6188,396
7469,2020-07-16,New Hampshire,33,6139,395
5049,2020-06-02,New Hampshire,33,4749,256
825,2020-03-17,New Hampshire,33,26,0
8349,2020-08-01,New Hampshire,33,6613,416
5764,2020-06-15,New Hampshire,33,5345,320
4059,2020-05-15,New Hampshire,33,3464,159
6204,2020-06-23,New Hampshire,33,5571,343
3564,2020-05-06,New Hampshire,33,2741,111
5709,2020-06-14,New Hampshire,33,5318,320
2354,2020-04-14,New Hampshire,33,1091,27
6479,2020-06-28,New Hampshire,33,5747,367
3234,2020-04-30,New Hampshire,33,2146,72
2849,2020-04-23,New Hampshire,33,1670,51
4994,2020-06-01,New Hampshire,33,4685,245
402,2020-03-08,New Hampshire,33,4,0
987,2020-03-20,New Hampshire,33,55,0
3729,2020-05-09,New Hampshire,33,3011,131
1914,2020-04-06,New Hampshire,33,715,9
4499,2020-05-23,New Hampshire,33,4089,208
5819,2020-06-16,New Hampshire,33,5364,326
6699,2020-07-02,New Hampshire,33,5822,375
5599,2020-06-12,New Hampshire,33,5251,315
3399,2020-05-03,New Hampshire,33,2518,86
7414,2020-07-15,New Hampshire,33,6113,394
4554,2020-05-24,New Hampshire,33,4149,209
2024,2020-04-08,New Hampshire,33,788,18
6424,2020-06-27,New Hampshire,33,5717,367
1474,2020-03-29,New Hampshire,33,258,3
6919,2020-07-06,New Hampshire,33,5914,382
5104,2020-06-03,New Hampshire,33,4795,265
6644,2020-07-01,New Hampshire,33,5802,373
7634,2020-07-19,New Hampshire,33,6203,398
2299,2020-04-13,New Hampshire,33,1020,23
565,2020-03-12,New Hampshire,33,6,0
367,2020-03-07,New Hampshire,33,4,0
4939,2020-05-31,New Hampshire,33,4651,245
666,2020-03-14,New Hampshire,33,7,0
8404,2020-08-02,New Hampshire,33,6634,417
2904,2020-04-24,New Hampshire,33,1720,53
4444,2020-05-22,New Hampshire,33,4014,204
8239,2020-07-30,New Hampshire,33,6544,415
1041,2020-03-21,New Hampshire,33,65,0
7194,2020-07-11,New Hampshire,33,6024,391
291,2020-03-04,New Hampshire,33,2,0
879,2020-03-18,New Hampshire,33,39,0
5379,2020-06-08,New Hampshire,33,5079,286
2189,2020-04-11,New Hampshire,33,929,23
3069,2020-04-27,New Hampshire,33,1938,60
4279,2020-05-19,New Hampshire,33,3721,182
772,2020-03-16,New Hampshire,33,17,0
4774,2020-05-28,New Hampshire,33,4389,232
3289,2020-05-01,New Hampshire,33,2310,81
6589,2020-06-30,New Hampshire,33,5782,371
6534,2020-06-29,New Hampshire,33,5760,367
6369,2020-06-26,New Hampshire,33,5671,365
476,2020-03-10,New Hampshire,33,5,0
3454,2020-05-04,New Hampshire,33,2588,86
4334,2020-05-20,New Hampshire,33,3868,190
7854,2020-07-23,New Hampshire,33,6318,405
2519,2020-04-17,New Hampshire,33,1287,37
3839,2020-05-11,New Hampshire,33,3160,133
7084,2020-07-09,New Hampshire,33,5973,387
6039,2020-06-20,New Hampshire,33,5518,339
1639,2020-04-01,New Hampshire,33,415,4
1969,2020-04-07,New Hampshire,33,747,13
6809,2020-07-04,New Hampshire,33,5871,380
1095,2020-03-22,New Hampshire,33,78,0
6094,2020-06-21,New Hampshire,33,5544,339
3124,2020-04-28,New Hampshire,33,2010,60
2134,2020-04-10,New Hampshire,33,885,22
3784,2020-05-10,New Hampshire,33,3071,133
3619,2020-05-07,New Hampshire,33,2843,114
7964,2020-07-25,New Hampshire,33,6415,409
2574,2020-04-18,New Hampshire,33,1342,38
1694,2020-04-02,New Hampshire,33,479,5
6314,2020-06-25,New Hampshire,33,5638,357
260,2020-03-02,New Hampshire,33,1,0
7909,2020-07-24,New Hampshire,33,6375,407
8019,2020-07-26,New Hampshire,33,6436,409
1749,2020-04-03,New Hampshire,33,540,7
5269,2020-06-06,New Hampshire,33,5019,283
518,2020-03-11,New Hampshire,33,5,0
5324,2020-06-07,New Hampshire,33,5043,286
1804,2020-04-04,New Hampshire,33,621,9
4719,2020-05-27,New Hampshire,33,4286,223
275,2020-03-03,New Hampshire,33,2,0
1419,2020-03-28,New Hampshire,33,214,2
7139,2020-07-10,New Hampshire,33,5991,390
4664,2020-05-26,New Hampshire,33,4231,214
2629,2020-04-19,New Hampshire,33,1392,41
5984,2020-06-19,New Hampshire,33,5486,337
3509,2020-05-05,New Hampshire,33,2636,92
4224,2020-05-18,New Hampshire,33,3652,172
5434,2020-06-09,New Hampshire,33,5132,294
5214,2020-06-05,New Hampshire,33,4953,278
6864,2020-07-05,New Hampshire,33,5897,381
5929,2020-06-18,New Hampshire,33,5450,331
3014,2020-04-26,New Hampshire,33,1864,60
4389,2020-05-21,New Hampshire,33,3935,199
3894,2020-05-12,New Hampshire,33,3239,142
2684,2020-04-20,New Hampshire,33,1447,42
8514,2020-08-04,New Hampshire,33,6693,418
7799,2020-07-22,New Hampshire,33,6295,402
7249,2020-07-12,New Hampshire,33,6054,391
1203,2020-03-24,New Hampshire,33,108,1
311,2020-03-05,New Hampshire,33,2,0
8074,2020-07-27,New Hampshire,33,6441,409
3674,2020-05-08,New Hampshire,33,2947,121
2795,2020-04-22,New Jersey,34,95865,5063
7855,2020-07-23,New Jersey,34,179807,15730
1750,2020-04-03,New Jersey,34,29895,647
7745,2020-07-21,New Jersey,34,179230,15737
8295,2020-07-31,New Jersey,34,183535,15819
4060,2020-05-15,New Jersey,34,143905,10138
1366,2020-03-27,New Jersey,34,8825,108
4390,2020-05-21,New Jersey,34,151472,10843
5655,2020-06-13,New Jersey,34,166605,12589
1420,2020-03-28,New Jersey,34,11124,140
2410,2020-04-15,New Jersey,34,71030,3156
5160,2020-06-04,New Jersey,34,162530,11970
7580,2020-07-18,New Jersey,34,178788,15699
5490,2020-06-10,New Jersey,34,165346,12377
5325,2020-06-07,New Jersey,34,164164,12176
5270,2020-06-06,New Jersey,34,163893,12106
6865,2020-07-05,New Jersey,34,175258,15211
1640,2020-04-01,New Jersey,34,22255,355
1042,2020-03-21,New Jersey,34,1336,16
6755,2020-07-03,New Jersey,34,174598,15164
7965,2020-07-25,New Jersey,34,180778,15776
5710,2020-06-14,New Jersey,34,166881,12625
6205,2020-06-23,New Jersey,34,169734,12949
4170,2020-05-17,New Jersey,34,146334,10356
7690,2020-07-20,New Jersey,34,178937,15715
3565,2020-05-06,New Jersey,34,131890,8549
3620,2020-05-07,New Jersey,34,133635,8801
2685,2020-04-20,New Jersey,34,88806,4377
8075,2020-07-27,New Jersey,34,181732,15804
3235,2020-04-30,New Jersey,34,118652,7228
1096,2020-03-22,New Jersey,34,1914,20
8130,2020-07-28,New Jersey,34,182215,15825
6370,2020-06-26,New Jersey,34,172438,14914
6810,2020-07-04,New Jersey,34,174889,15189
1970,2020-04-07,New Jersey,34,44416,1232
773,2020-03-16,New Jersey,34,176,3
2465,2020-04-16,New Jersey,34,75317,3518
988,2020-03-20,New Jersey,34,896,11
5050,2020-06-02,New Jersey,34,161545,11770
1150,2020-03-23,New Jersey,34,2844,27
312,2020-03-05,New Jersey,34,2,0
2025,2020-04-08,New Jersey,34,47437,1504
616,2020-03-13,New Jersey,34,50,1
8240,2020-07-30,New Jersey,34,182845,15809
8185,2020-07-29,New Jersey,34,182475,15798
7635,2020-07-19,New Jersey,34,178757,15706
5380,2020-06-08,New Jersey,34,164497,12214
4225,2020-05-18,New Jersey,34,148039,10435
3400,2020-05-03,New Jersey,34,126744,7871
5600,2020-06-12,New Jersey,34,166164,12489
5215,2020-06-05,New Jersey,34,163336,12049
4115,2020-05-16,New Jersey,34,145089,10249
292,2020-03-04,New Jersey,34,1,0
6315,2020-06-25,New Jersey,34,172050,14872
6920,2020-07-06,New Jersey,34,175467,15229
3345,2020-05-02,New Jersey,34,123717,7742
5105,2020-06-03,New Jersey,34,162068,11880
2520,2020-04-17,New Jersey,34,78467,3840
1475,2020-03-29,New Jersey,34,13386,161
3675,2020-05-08,New Jersey,34,135454,8952
4445,2020-05-22,New Jersey,34,152719,10985
3290,2020-05-01,New Jersey,34,121190,7538
1915,2020-04-06,New Jersey,34,41090,1005
7800,2020-07-22,New Jersey,34,179565,15707
6425,2020-06-27,New Jersey,34,172727,14948
8020,2020-07-26,New Jersey,34,181283,15787
7910,2020-07-24,New Jersey,34,180265,15765
6700,2020-07-02,New Jersey,34,174212,15107
4335,2020-05-20,New Jersey,34,150399,10747
2740,2020-04-21,New Jersey,34,92387,4753
2630,2020-04-19,New Jersey,34,85301,4202
368,2020-03-07,New Jersey,34,4,0
5545,2020-06-11,New Jersey,34,165816,12443
5435,2020-06-09,New Jersey,34,164796,12303
6260,2020-06-24,New Jersey,34,169892,12995
337,2020-03-06,New Jersey,34,4,0
4280,2020-05-19,New Jersey,34,149013,10586
2575,2020-04-18,New Jersey,34,81420,4070
7525,2020-07-17,New Jersey,34,178525,15684
1530,2020-03-30,New Jersey,34,16636,199
7030,2020-07-08,New Jersey,34,175986,15423
5875,2020-06-17,New Jersey,34,167703,12769
2245,2020-04-12,New Jersey,34,61850,2350
667,2020-03-14,New Jersey,34,75,2
1312,2020-03-26,New Jersey,34,6876,82
2960,2020-04-25,New Jersey,34,105523,5863
3510,2020-05-05,New Jersey,34,130593,8244
2080,2020-04-09,New Jersey,34,51027,1700
7305,2020-07-13,New Jersey,34,177469,15560
3895,2020-05-12,New Jersey,34,140743,9508
8515,2020-08-04,New Jersey,34,184845,15857
3015,2020-04-26,New Jersey,34,109038,5938
5930,2020-06-18,New Jersey,34,168107,12800
6150,2020-06-22,New Jersey,34,169415,12895
